Order ID,Customer Name,Category,Sub Category,,
OD7617,Jonas,Oil & Masala,Spices,,
OD7618,Komal,Snacks,Chocolates,,
OD7619,Sudha,Snacks,Chocolates,,
OD7620,Arvind,Food Grains,Rice,,
OD7621,Sundar,Oil & Masala,Edible Oil & Ghee,,
OD7622,Mathew,Oil & Masala,Spices,,
OD7623,Haseena,Fruits & Veggies,Fresh Fruits,,
OD7624,Sundar,Beverages,Soft Drinks,,
OD7625,Haseena,Fruits & Veggies,Fresh Fruits,,
OD7626,Hafiz,Bakery,Breads & Buns,,
OD7627,Veronica,Fruits & Veggies,Fresh Fruits,,
OD7628,Haseena,Bakery,Breads & Buns,,
OD7629,Ridhesh,Snacks,Chocolates,,
OD7630,Vidya,Bakery,Breads & Buns,,
OD7631,Rumaiza,Oil & Masala,Masalas,,
OD7632,Verma,"Eggs, Meat & Fish",Chicken,,
OD7633,Jonas,Oil & Masala,Spices,,
OD7634,Veena,"Eggs, Meat & Fish",Chicken,,
OD7635,Surya,Bakery,Cakes,,
OD7636,Jonas,Oil & Masala,Masalas,,
OD7637,Sabeela,Snacks,Chocolates,,
OD7638,Kumar,Food Grains,Dals & Pulses,,
OD7639,Mathew,"Eggs, Meat & Fish",Mutton,,
OD7640,Willams,"Eggs, Meat & Fish",Eggs,,
OD7641,Jackson,Beverages,Soft Drinks,,
OD7642,Ganesh,Fruits & Veggies,Fresh Vegetables,,
OD7643,Sharon,Fruits & Veggies,Organic Vegetables,,
OD7644,Amy,Beverages,Health Drinks,,
OD7645,Amy,"Eggs, Meat & Fish",Chicken,,
OD7646,Sheeba,Beverages,Soft Drinks,,
OD7647,Shah,"Eggs, Meat & Fish",Fish,,
OD7648,James,Bakery,Biscuits,,
OD7649,Arutra,Bakery,Biscuits,,
OD7650,Ram,Fruits & Veggies,Organic Fruits,,
OD7651,Vinne,"Eggs, Meat & Fish",Fish,,
OD7652,Arutra,Oil & Masala,Masalas,,
OD7653,Ravi,Food Grains,Organic Staples,,
OD7654,Muneer,Snacks,Chocolates,,
OD7655,Hussain,Bakery,Breads & Buns,,
OD7656,Mathew,"Eggs, Meat & Fish",Mutton,,
OD7657,Arutra,Beverages,Health Drinks,,
OD7658,Arvind,"Eggs, Meat & Fish",Chicken,,
OD7659,Sudha,Beverages,Health Drinks,,
OD7660,Arutra,Snacks,Chocolates,,
OD7661,Sharon,Fruits & Veggies,Fresh Fruits,,
OD7662,Suresh,Oil & Masala,Spices,,
OD7663,Krithika,Oil & Masala,Spices,,
OD7664,Shree,Snacks,Noodles,,
OD7665,Komal,Beverages,Health Drinks,,
OD7666,Aditi,Fruits & Veggies,Organic Fruits,,
OD7667,Ram,Fruits & Veggies,Fresh Vegetables,,
OD7668,Vinne,Snacks,Chocolates,,
OD7669,Alan,Beverages,Health Drinks,,
OD7670,Mathew,Snacks,Cookies,,
OD7671,Malik,Snacks,Cookies,,
OD7672,Amy,Food Grains,Dals & Pulses,,
OD7673,Harish,Food Grains,Atta & Flour,,
OD7674,Sudha,Food Grains,Dals & Pulses,,
OD7675,Veronica,Bakery,Cakes,,
OD7676,Ramesh,Fruits & Veggies,Organic Vegetables,,
OD7677,Willams,Bakery,Biscuits,,
OD7678,Anu,Oil & Masala,Edible Oil & Ghee,,
OD7679,Kumar,Bakery,Cakes,,
OD7680,Hussain,Food Grains,Organic Staples,,
OD7681,Krithika,Bakery,Biscuits,,
OD7682,Malik,"Eggs, Meat & Fish",Fish,,
OD7683,Shah,"Eggs, Meat & Fish",Mutton,,
OD7684,Peer,Bakery,Breads & Buns,,
OD7685,Shree,Fruits & Veggies,Organic Vegetables,,
OD7686,Krithika,Oil & Masala,Edible Oil & Ghee,,
OD7687,Ganesh,Fruits & Veggies,Fresh Vegetables,,
OD7688,Komal,"Eggs, Meat & Fish",Fish,,
OD7689,Shah,"Eggs, Meat & Fish",Mutton,,
OD7690,Arvind,Fruits & Veggies,Fresh Fruits,,
OD7691,Jonas,Beverages,Soft Drinks,,
OD7692,Sabeela,Snacks,Chocolates,,
OD7693,Muneer,Snacks,Noodles,,
OD7694,Sudeep,Beverages,Soft Drinks,,
OD7695,Mathew,Oil & Masala,Spices,,
OD7696,Vince,Snacks,Cookies,,
OD7697,Shah,Food Grains,Dals & Pulses,,
OD7698,Veronica,Oil & Masala,Masalas,,
OD7699,Amy,Snacks,Cookies,,
OD7700,Adavan,"Eggs, Meat & Fish",Fish,,
OD7701,Sharon,Bakery,Cakes,,
OD7702,Malik,"Eggs, Meat & Fish",Chicken,,
OD7703,Veronica,Bakery,Biscuits,,
OD7704,Akash,Bakery,Breads & Buns,,
OD7705,Alan,Bakery,Biscuits,,
OD7706,Surya,Beverages,Health Drinks,,
OD7707,Harish,Food Grains,Organic Staples,,
OD7708,Ravi,Bakery,Breads & Buns,,
OD7709,Vince,Oil & Masala,Edible Oil & Ghee,,
OD7710,Yusuf,Bakery,Biscuits,,
OD7711,Kumar,Snacks,Cookies,,
OD7712,Sheeba,"Eggs, Meat & Fish",Chicken,,
OD7713,Arutra,Beverages,Health Drinks,,
OD7714,Hafiz,Fruits & Veggies,Organic Fruits,,
OD7715,Akash,Food Grains,Rice,,
OD7716,Peer,Food Grains,Rice,,
OD7717,Verma,Fruits & Veggies,Fresh Fruits,,
OD7718,Malik,Fruits & Veggies,Fresh Fruits,,
OD7719,Yadav,Snacks,Chocolates,,
OD7720,Amrish,Oil & Masala,Spices,,
OD7721,Mathew,Bakery,Cakes,,
OD7722,Sudha,"Eggs, Meat & Fish",Fish,,
OD7723,Jonas,"Eggs, Meat & Fish",Chicken,,
OD7724,Komal,Fruits & Veggies,Fresh Fruits,,
OD7725,Surya,Snacks,Chocolates,,
OD7726,Veronica,Snacks,Cookies,,
OD7727,Ridhesh,Oil & Masala,Edible Oil & Ghee,,
OD7728,Krithika,Beverages,Soft Drinks,,
OD7729,Sabeela,Bakery,Biscuits,,
OD7730,Jonas,Bakery,Cakes,,
OD7731,Krithika,Snacks,Chocolates,,
OD7732,Haseena,"Eggs, Meat & Fish",Chicken,,
OD7733,Vidya,"Eggs, Meat & Fish",Chicken,,
OD7734,Roshan,Snacks,Chocolates,,
OD7735,Arutra,Fruits & Veggies,Fresh Vegetables,,
OD7736,Arutra,Beverages,Soft Drinks,,
OD7737,Ganesh,Snacks,Cookies,,
OD7738,Suresh,Fruits & Veggies,Fresh Vegetables,,
OD7739,Arvind,"Eggs, Meat & Fish",Fish,,
OD7740,Komal,Beverages,Soft Drinks,,
OD7741,Ravi,Snacks,Noodles,,
OD7742,Sabeela,Food Grains,Atta & Flour,,
OD7743,Komal,"Eggs, Meat & Fish",Mutton,,
OD7744,Adavan,Food Grains,Organic Staples,,
OD7745,Aditi,"Eggs, Meat & Fish",Mutton,,
OD7746,Sudha,Food Grains,Rice,,
OD7747,Anu,Food Grains,Rice,,
OD7748,Ganesh,Beverages,Soft Drinks,,
OD7749,Vinne,"Eggs, Meat & Fish",Eggs,,
OD7750,Vidya,"Eggs, Meat & Fish",Fish,,
OD7751,Alan,Beverages,Soft Drinks,,
OD7752,Vince,Bakery,Cakes,,
OD7753,Harish,Beverages,Health Drinks,,
OD7754,Ganesh,Food Grains,Rice,,
OD7755,Peer,Snacks,Cookies,,
OD7756,Sudeep,Oil & Masala,Spices,,
OD7757,Mathew,"Eggs, Meat & Fish",Mutton,,
OD7758,Roshan,Beverages,Health Drinks,,
OD7759,Veena,Beverages,Soft Drinks,,
OD7760,Vidya,Snacks,Chocolates,,
OD7761,Ram,"Eggs, Meat & Fish",Eggs,,
OD7762,Veronica,Bakery,Biscuits,,
OD7763,Veena,Oil & Masala,Spices,,
OD7764,Veena,Fruits & Veggies,Fresh Fruits,,
OD7765,Willams,Food Grains,Rice,,
OD7766,Rumaiza,Bakery,Breads & Buns,,
OD7767,Adavan,Bakery,Cakes,,
OD7768,Hafiz,Beverages,Soft Drinks,,
OD7769,Komal,Beverages,Health Drinks,,
OD7770,Rumaiza,Bakery,Biscuits,,
OD7771,Ram,Beverages,Soft Drinks,,
OD7772,Adavan,Beverages,Health Drinks,,
OD7773,Hafiz,"Eggs, Meat & Fish",Eggs,,
OD7774,Shree,Food Grains,Organic Staples,,
OD7775,Anu,Oil & Masala,Edible Oil & Ghee,,
OD7776,Anu,"Eggs, Meat & Fish",Fish,,
OD7777,Aditi,Bakery,Breads & Buns,,
OD7778,Jonas,Fruits & Veggies,Organic Vegetables,,
OD7779,Shah,Food Grains,Organic Staples,,
OD7780,Amrish,Snacks,Noodles,,
OD7781,Muneer,"Eggs, Meat & Fish",Mutton,,
OD7782,Sharon,Oil & Masala,Masalas,,
OD7783,Mathew,Beverages,Health Drinks,,
OD7784,James,Fruits & Veggies,Fresh Fruits,,
OD7785,Ramesh,Oil & Masala,Masalas,,
OD7786,Yusuf,"Eggs, Meat & Fish",Fish,,
OD7787,Vidya,"Eggs, Meat & Fish",Fish,,
OD7788,Jackson,"Eggs, Meat & Fish",Chicken,,
OD7789,Sudeep,Fruits & Veggies,Organic Vegetables,,
OD7790,Muneer,Fruits & Veggies,Organic Fruits,,
OD7791,Yadav,Snacks,Chocolates,,
OD7792,Veronica,"Eggs, Meat & Fish",Chicken,,
OD7793,Hussain,Beverages,Health Drinks,,
OD7794,Malik,Snacks,Chocolates,,
OD7795,Adavan,Beverages,Health Drinks,,
OD7796,Sundar,Snacks,Cookies,,
OD7797,Ramesh,Beverages,Health Drinks,,
OD7798,Veena,Snacks,Chocolates,,
OD7799,Sundar,Beverages,Soft Drinks,,
OD7800,Vinne,Food Grains,Atta & Flour,,
OD7801,Krithika,Snacks,Noodles,,
OD7802,Aditi,"Eggs, Meat & Fish",Mutton,,
OD7803,Shree,"Eggs, Meat & Fish",Fish,,
OD7804,Akash,Bakery,Cakes,,
OD7805,Veronica,Snacks,Cookies,,
OD7806,Akash,"Eggs, Meat & Fish",Mutton,,
OD7807,Sabeela,Beverages,Health Drinks,,
OD7808,Anu,Bakery,Cakes,,
OD7809,Peer,Oil & Masala,Edible Oil & Ghee,,
OD7810,Sabeela,"Eggs, Meat & Fish",Fish,,
OD7811,Krithika,Snacks,Noodles,,
OD7812,Anu,Snacks,Noodles,,
OD7813,Arutra,Oil & Masala,Masalas,,
OD7814,Arutra,Food Grains,Organic Staples,,
OD7815,Willams,"Eggs, Meat & Fish",Eggs,,
OD7816,Willams,Food Grains,Dals & Pulses,,
OD7817,Amy,Beverages,Health Drinks,,
OD7818,Ram,Snacks,Chocolates,,
OD7819,Vidya,Snacks,Cookies,,
OD7820,Komal,"Eggs, Meat & Fish",Chicken,,
OD7821,Amy,Snacks,Chocolates,,
OD7822,Alan,Food Grains,Organic Staples,,
OD7823,Esther,Bakery,Cakes,,
OD7824,Akash,Bakery,Biscuits,,
OD7825,Vinne,Food Grains,Dals & Pulses,,
OD7826,Yadav,Oil & Masala,Edible Oil & Ghee,,
OD7827,Anu,Food Grains,Dals & Pulses,,
OD7828,Malik,Bakery,Biscuits,,
OD7829,Malik,Bakery,Biscuits,,
OD7830,Shah,Snacks,Cookies,,
OD7831,Arvind,Fruits & Veggies,Fresh Vegetables,,
OD7832,Amrish,Snacks,Noodles,,
OD7833,Ram,Beverages,Soft Drinks,,
OD7834,Arvind,"Eggs, Meat & Fish",Eggs,,
OD7835,Suresh,Snacks,Chocolates,,
OD7836,Sudeep,Snacks,Cookies,,
OD7837,Krithika,Bakery,Cakes,,
OD7838,Arvind,Fruits & Veggies,Organic Vegetables,,
OD7839,Komal,Snacks,Cookies,,
OD7840,Anu,"Eggs, Meat & Fish",Chicken,,
OD7841,Ramesh,Bakery,Cakes,,
OD7842,Sharon,Oil & Masala,Edible Oil & Ghee,,
OD7843,Sabeela,Snacks,Noodles,,
OD7844,Sudeep,Snacks,Cookies,,
OD7845,Shree,"Eggs, Meat & Fish",Mutton,,
OD7846,Krithika,Fruits & Veggies,Fresh Vegetables,,
OD7847,Suresh,Fruits & Veggies,Organic Fruits,,
OD7848,Adavan,Bakery,Breads & Buns,,
OD7849,Veena,Snacks,Cookies,,
OD7850,Krithika,Snacks,Chocolates,,
OD7851,Ramesh,Fruits & Veggies,Organic Vegetables,,
OD7852,Sheeba,Food Grains,Organic Staples,,
OD7853,Yusuf,Oil & Masala,Edible Oil & Ghee,,
OD7854,Vinne,"Eggs, Meat & Fish",Eggs,,
OD7855,Verma,Bakery,Cakes,,
OD7856,Amy,Beverages,Health Drinks,,
OD7857,Jackson,Oil & Masala,Edible Oil & Ghee,,
OD7858,Hussain,Beverages,Soft Drinks,,
OD7859,Aditi,Oil & Masala,Masalas,,
OD7860,Komal,Fruits & Veggies,Fresh Vegetables,,
OD7861,Yadav,Food Grains,Rice,,
OD7862,Sudha,Food Grains,Organic Staples,,
OD7863,Ram,Food Grains,Dals & Pulses,,
OD7864,Hussain,Food Grains,Rice,,
OD7865,Harish,Food Grains,Organic Staples,,
OD7866,Rumaiza,Food Grains,Dals & Pulses,,
OD7867,Ridhesh,Food Grains,Atta & Flour,,
OD7868,Esther,Bakery,Breads & Buns,,
OD7869,Willams,Fruits & Veggies,Organic Fruits,,
OD7870,Veronica,Bakery,Cakes,,
OD7871,Muneer,"Eggs, Meat & Fish",Chicken,,
OD7872,Suresh,"Eggs, Meat & Fish",Mutton,,
OD7873,Verma,Beverages,Soft Drinks,,
OD7874,Arvind,Bakery,Biscuits,,
OD7875,Sabeela,Beverages,Health Drinks,,
OD7876,Harish,Oil & Masala,Spices,,
OD7877,Vince,Oil & Masala,Masalas,,
OD7878,Shree,"Eggs, Meat & Fish",Fish,,
OD7879,Peer,Fruits & Veggies,Fresh Vegetables,,
OD7880,Suresh,Snacks,Cookies,,
OD7881,Sheeba,Bakery,Breads & Buns,,
OD7882,Arvind,Beverages,Soft Drinks,,
OD7883,Ridhesh,Beverages,Soft Drinks,,
OD7884,Peer,Food Grains,Organic Staples,,
OD7885,Jonas,Beverages,Soft Drinks,,
OD7886,Kumar,Bakery,Breads & Buns,,
OD7887,Vince,Food Grains,Atta & Flour,,
OD7888,Haseena,Fruits & Veggies,Fresh Fruits,,
OD7889,Veena,Oil & Masala,Spices,,
OD7890,Akash,Oil & Masala,Spices,,
OD7891,Peer,Bakery,Cakes,,
OD7892,Verma,Bakery,Biscuits,,
OD7893,Kumar,Oil & Masala,Masalas,,
OD7894,Mathew,Fruits & Veggies,Organic Vegetables,,
OD7895,Akash,Food Grains,Dals & Pulses,,
OD7896,Adavan,Snacks,Chocolates,,
OD7897,James,Beverages,Health Drinks,,
OD7898,Esther,Fruits & Veggies,Organic Vegetables,,
OD7899,Aditi,Fruits & Veggies,Fresh Vegetables,,
OD7900,Hafiz,Bakery,Breads & Buns,,
OD7901,Surya,Bakery,Breads & Buns,,
OD7902,Amy,Bakery,Biscuits,,
OD7903,Amy,"Eggs, Meat & Fish",Fish,,
OD7904,Jonas,Food Grains,Organic Staples,,
OD7905,Vinne,Food Grains,Atta & Flour,,
OD7906,Kumar,Bakery,Biscuits,,
OD7907,Yusuf,Beverages,Health Drinks,,
OD7908,Hafiz,Bakery,Biscuits,,
OD7909,Arutra,"Eggs, Meat & Fish",Fish,,
OD7910,Ramesh,Oil & Masala,Edible Oil & Ghee,,
OD7911,Shree,Snacks,Cookies,,
OD7912,Sundar,Beverages,Health Drinks,,
OD7913,Suresh,Fruits & Veggies,Organic Fruits,,
OD7914,Yusuf,Bakery,Breads & Buns,,
OD7915,Willams,Beverages,Soft Drinks,,
OD7916,Peer,Fruits & Veggies,Organic Vegetables,,
OD7917,Arvind,Food Grains,Dals & Pulses,,
OD7918,Roshan,Fruits & Veggies,Organic Vegetables,,
OD7919,Malik,Fruits & Veggies,Organic Vegetables,,
OD7920,Arutra,Beverages,Soft Drinks,,
OD7921,Willams,Beverages,Soft Drinks,,
OD7922,Aditi,Bakery,Cakes,,
OD7923,Amrish,Snacks,Cookies,,
OD7924,Vince,Snacks,Chocolates,,
OD7925,Rumaiza,Fruits & Veggies,Fresh Vegetables,,
OD7926,Mathew,Snacks,Cookies,,
OD7927,Amy,Food Grains,Atta & Flour,,
OD7928,Roshan,Snacks,Cookies,,
OD7929,Veena,"Eggs, Meat & Fish",Fish,,
OD7930,Surya,Fruits & Veggies,Organic Vegetables,,
OD7931,Alan,"Eggs, Meat & Fish",Mutton,,
OD7932,Willams,Oil & Masala,Edible Oil & Ghee,,
OD7933,Hafiz,"Eggs, Meat & Fish",Eggs,,
OD7934,Krithika,Snacks,Noodles,,
OD7935,Arvind,"Eggs, Meat & Fish",Mutton,,
OD7936,Roshan,Oil & Masala,Masalas,,
OD7937,Willams,Oil & Masala,Masalas,,
OD7938,Rumaiza,"Eggs, Meat & Fish",Fish,,
OD7939,Peer,Food Grains,Dals & Pulses,,
OD7940,Vidya,Fruits & Veggies,Organic Vegetables,,
OD7941,James,Snacks,Cookies,,
OD7942,Hafiz,Beverages,Soft Drinks,,
OD7943,James,Fruits & Veggies,Fresh Vegetables,,
OD7944,Krithika,Food Grains,Atta & Flour,,
OD7945,Ganesh,Fruits & Veggies,Fresh Vegetables,,
OD7946,Sundar,Bakery,Breads & Buns,,
OD7947,Sudha,Snacks,Chocolates,,
OD7948,Sheeba,Snacks,Noodles,,
OD7949,Sudeep,Fruits & Veggies,Fresh Vegetables,,
OD7950,Aditi,Oil & Masala,Edible Oil & Ghee,,
OD7951,Vince,Beverages,Health Drinks,,
OD7952,Hussain,Food Grains,Atta & Flour,,
OD7953,Sundar,Bakery,Cakes,,
OD7954,Suresh,Snacks,Chocolates,,
OD7955,Veena,Beverages,Soft Drinks,,
OD7956,Veronica,Bakery,Breads & Buns,,
OD7957,Ridhesh,Food Grains,Rice,,
OD7958,Sabeela,Beverages,Health Drinks,,
OD7959,Yadav,Oil & Masala,Masalas,,
OD7960,Sudha,Food Grains,Rice,,
OD7961,Vinne,"Eggs, Meat & Fish",Chicken,,
OD7962,Mathew,Snacks,Cookies,,
OD7963,Veronica,Fruits & Veggies,Fresh Vegetables,,
OD7964,Sheeba,Beverages,Soft Drinks,,
OD7965,Muneer,Oil & Masala,Edible Oil & Ghee,,
OD7966,Suresh,"Eggs, Meat & Fish",Chicken,,
OD7967,Jonas,Fruits & Veggies,Organic Fruits,,
OD7968,Ram,"Eggs, Meat & Fish",Eggs,,
OD7969,Vinne,Bakery,Cakes,,
OD7970,Roshan,Fruits & Veggies,Fresh Vegetables,,
OD7971,Amy,Snacks,Cookies,,
OD7972,Muneer,Snacks,Noodles,,
OD7973,Shree,Fruits & Veggies,Organic Vegetables,,
OD7974,Willams,Food Grains,Dals & Pulses,,
OD7975,Sudeep,Food Grains,Rice,,
OD7976,Mathew,"Eggs, Meat & Fish",Chicken,,
OD7977,Sabeela,Food Grains,Rice,,
OD7978,Rumaiza,Fruits & Veggies,Organic Vegetables,,
OD7979,Sheeba,"Eggs, Meat & Fish",Fish,,
OD7980,Ridhesh,Food Grains,Dals & Pulses,,
OD7981,Shah,Fruits & Veggies,Fresh Fruits,,
OD7982,Suresh,Oil & Masala,Edible Oil & Ghee,,
OD7983,Sabeela,"Eggs, Meat & Fish",Eggs,,
OD7984,Mathew,Beverages,Soft Drinks,,
OD7985,Yusuf,Fruits & Veggies,Fresh Fruits,,
OD7986,Adavan,Food Grains,Atta & Flour,,
OD7987,Yadav,Fruits & Veggies,Fresh Vegetables,,
OD7988,Arutra,Snacks,Noodles,,
OD7989,Muneer,"Eggs, Meat & Fish",Chicken,,
OD7990,James,Beverages,Soft Drinks,,
OD7991,Kumar,Snacks,Chocolates,,
OD7992,Hussain,Food Grains,Organic Staples,,
OD7993,Mathew,Beverages,Soft Drinks,,
OD7994,Krithika,Oil & Masala,Edible Oil & Ghee,,
OD7995,Ram,Fruits & Veggies,Fresh Fruits,,
OD7996,Ram,Bakery,Biscuits,,
OD7997,Sudha,Food Grains,Rice,,
OD7998,Ramesh,Beverages,Soft Drinks,,
OD7999,Shree,Beverages,Health Drinks,,
OD8000,Hussain,Bakery,Breads & Buns,,
OD8001,Alan,Fruits & Veggies,Fresh Fruits,,
OD8002,Surya,Oil & Masala,Spices,,
OD8003,Ganesh,Beverages,Soft Drinks,,
OD8004,Jonas,"Eggs, Meat & Fish",Fish,,
OD8005,Hussain,Beverages,Soft Drinks,,
OD8006,Peer,Snacks,Chocolates,,
OD8007,Adavan,Food Grains,Organic Staples,,
OD8008,Vinne,Food Grains,Dals & Pulses,,
OD8009,Ravi,Bakery,Breads & Buns,,
OD8010,Amy,Oil & Masala,Edible Oil & Ghee,,
OD8011,Krithika,"Eggs, Meat & Fish",Eggs,,
OD8012,Peer,Fruits & Veggies,Fresh Vegetables,,
OD8013,Arutra,Food Grains,Organic Staples,,
OD8014,Muneer,Snacks,Chocolates,,
OD8015,Muneer,"Eggs, Meat & Fish",Mutton,,
OD8016,Sudha,"Eggs, Meat & Fish",Eggs,,
OD8017,Sheeba,Beverages,Soft Drinks,,
OD8018,Malik,Oil & Masala,Masalas,,
OD8019,Vinne,Snacks,Cookies,,
OD8020,Ram,"Eggs, Meat & Fish",Fish,,
OD8021,Sudha,Fruits & Veggies,Fresh Fruits,,
OD8022,Sharon,Bakery,Biscuits,,
OD8023,Sudeep,Food Grains,Atta & Flour,,
OD8024,Malik,Oil & Masala,Masalas,,
OD8025,Shah,Bakery,Biscuits,,
OD8026,Komal,Fruits & Veggies,Fresh Vegetables,,
OD8027,Sabeela,Bakery,Breads & Buns,,
OD8028,Amy,Bakery,Biscuits,,
OD8029,Rumaiza,Fruits & Veggies,Fresh Fruits,,
OD8030,Ravi,Bakery,Cakes,,
OD8031,Sheeba,"Eggs, Meat & Fish",Fish,,
OD8032,Vinne,Snacks,Noodles,,
OD8033,Ridhesh,Beverages,Soft Drinks,,
OD8034,Sundar,"Eggs, Meat & Fish",Mutton,,
OD8035,Komal,Food Grains,Dals & Pulses,,
OD8036,Adavan,Food Grains,Dals & Pulses,,
OD8037,Sharon,Snacks,Noodles,,
OD8038,Veena,Beverages,Soft Drinks,,
OD8039,Haseena,Food Grains,Organic Staples,,
OD8040,Sudha,Snacks,Noodles,,
OD8041,Ganesh,Bakery,Cakes,,
OD8042,Adavan,Oil & Masala,Spices,,
OD8043,Arvind,Beverages,Health Drinks,,
OD8044,Shah,Beverages,Soft Drinks,,
OD8045,Akash,Bakery,Biscuits,,
OD8046,Aditi,"Eggs, Meat & Fish",Chicken,,
OD8047,Yusuf,Fruits & Veggies,Fresh Fruits,,
OD8048,Esther,Snacks,Cookies,,
OD8049,Kumar,Food Grains,Dals & Pulses,,
OD8050,Komal,"Eggs, Meat & Fish",Fish,,
OD8051,Amrish,Oil & Masala,Spices,,
OD8052,Roshan,Food Grains,Organic Staples,,
OD8053,Veronica,Beverages,Soft Drinks,,
OD8054,Veronica,"Eggs, Meat & Fish",Chicken,,
OD8055,Malik,Bakery,Breads & Buns,,
OD8056,Hussain,"Eggs, Meat & Fish",Fish,,
OD8057,Komal,Food Grains,Rice,,
OD8058,Sabeela,Snacks,Noodles,,
OD8059,Krithika,Food Grains,Atta & Flour,,
OD8060,Adavan,Beverages,Health Drinks,,
OD8061,Amy,Fruits & Veggies,Organic Fruits,,
OD8062,Sheeba,Beverages,Soft Drinks,,
OD8063,Surya,Fruits & Veggies,Fresh Fruits,,
OD8064,Arutra,Beverages,Soft Drinks,,
OD8065,Veena,"Eggs, Meat & Fish",Mutton,,
OD8066,Sudeep,"Eggs, Meat & Fish",Fish,,
OD8067,Hussain,Food Grains,Dals & Pulses,,
OD8068,Suresh,Beverages,Soft Drinks,,
OD8069,Amrish,Food Grains,Organic Staples,,
OD8070,Roshan,Snacks,Cookies,,
OD8071,Verma,Beverages,Health Drinks,,
OD8072,Komal,Food Grains,Rice,,
OD8073,Peer,Beverages,Health Drinks,,
OD8074,Vinne,Food Grains,Atta & Flour,,
OD8075,Suresh,"Eggs, Meat & Fish",Eggs,,
OD8076,Veena,Beverages,Soft Drinks,,
OD8077,Hafiz,Oil & Masala,Edible Oil & Ghee,,
OD8078,Harish,Snacks,Cookies,,
OD8079,Yusuf,Snacks,Chocolates,,
OD8080,Kumar,Bakery,Biscuits,,
OD8081,Ganesh,Fruits & Veggies,Fresh Vegetables,,
OD8082,Ridhesh,Fruits & Veggies,Organic Fruits,,
OD8083,Sundar,Snacks,Chocolates,,
OD8084,Veronica,Beverages,Health Drinks,,
OD8085,Arutra,Food Grains,Atta & Flour,,
OD8086,Sharon,Food Grains,Dals & Pulses,,
OD8087,Vidya,Oil & Masala,Spices,,
OD8088,Ganesh,Snacks,Noodles,,
OD8089,Yadav,Oil & Masala,Masalas,,
OD8090,Jonas,Bakery,Cakes,,
OD8091,Hafiz,Bakery,Cakes,,
OD8092,Veronica,Food Grains,Rice,,
OD8093,Shree,"Eggs, Meat & Fish",Eggs,,
OD8094,Amrish,Oil & Masala,Edible Oil & Ghee,,
OD8095,Vince,Food Grains,Rice,,
OD8096,Esther,Beverages,Health Drinks,,
OD8097,Sabeela,Beverages,Health Drinks,,
OD8098,Peer,"Eggs, Meat & Fish",Chicken,,
OD8099,Komal,"Eggs, Meat & Fish",Eggs,,
OD8100,Ram,Fruits & Veggies,Organic Fruits,,
OD8101,Roshan,Snacks,Noodles,,
OD8102,Rumaiza,Oil & Masala,Spices,,
OD8103,Sudeep,Snacks,Noodles,,
OD8104,Jonas,Oil & Masala,Edible Oil & Ghee,,
OD8105,Shah,Food Grains,Atta & Flour,,
OD8106,Ganesh,Snacks,Cookies,,
OD8107,Sabeela,Snacks,Cookies,,
OD8108,Vinne,Oil & Masala,Edible Oil & Ghee,,
OD8109,Ramesh,Bakery,Cakes,,
OD8110,Vidya,Bakery,Biscuits,,
OD8111,Hussain,Beverages,Health Drinks,,
OD8112,Anu,Food Grains,Rice,,
OD8113,Rumaiza,Bakery,Biscuits,,
OD8114,Shah,Oil & Masala,Masalas,,
OD8115,Kumar,"Eggs, Meat & Fish",Chicken,,
OD8116,Rumaiza,Fruits & Veggies,Fresh Vegetables,,
OD8117,Rumaiza,"Eggs, Meat & Fish",Fish,,
OD8118,Roshan,Snacks,Noodles,,
OD8119,Alan,Oil & Masala,Masalas,,
OD8120,Vince,"Eggs, Meat & Fish",Chicken,,
OD8121,James,Fruits & Veggies,Organic Fruits,,
OD8122,Sundar,Food Grains,Organic Staples,,
OD8123,Alan,Bakery,Biscuits,,
OD8124,Vidya,Beverages,Soft Drinks,,
OD8125,Sheeba,Beverages,Soft Drinks,,
OD8126,Vinne,Oil & Masala,Spices,,
OD8127,Akash,Fruits & Veggies,Fresh Vegetables,,
OD8128,Shah,Oil & Masala,Edible Oil & Ghee,,
OD8129,Surya,"Eggs, Meat & Fish",Eggs,,
OD8130,Willams,Snacks,Cookies,,
OD8131,Jonas,Oil & Masala,Masalas,,
OD8132,Ram,Food Grains,Rice,,
OD8133,Shree,Bakery,Biscuits,,
OD8134,Ridhesh,Food Grains,Organic Staples,,
OD8135,Aditi,Bakery,Biscuits,,
OD8136,Adavan,Fruits & Veggies,Organic Vegetables,,
OD8137,Malik,Fruits & Veggies,Fresh Fruits,,
OD8138,Rumaiza,Food Grains,Organic Staples,,
OD8139,Willams,Beverages,Health Drinks,,
OD8140,Sharon,Food Grains,Organic Staples,,
OD8141,James,Snacks,Cookies,,
OD8142,Kumar,Snacks,Noodles,,
OD8143,Mathew,"Eggs, Meat & Fish",Eggs,,
OD8144,Ganesh,Snacks,Noodles,,
OD8145,Sudeep,Beverages,Soft Drinks,,
OD8146,Sudha,Fruits & Veggies,Organic Fruits,,
OD8147,Shah,Oil & Masala,Spices,,
OD8148,Esther,"Eggs, Meat & Fish",Eggs,,
OD8149,Yadav,Oil & Masala,Masalas,,
OD8150,Mathew,"Eggs, Meat & Fish",Fish,,
OD8151,Amrish,Fruits & Veggies,Fresh Vegetables,,
